Fusion Name	Gene 1 Symbol	Gene 1 ID	Gene 1 Breakpoint	Gene 1 Strand	Gene 1 Reference Strand	Gene 2 Symbol	Gene 2 ID	Gene 2 Breakpoint	Gene 2 Strand	Gene 2 Reference Strand	Breakpoint Distance	Supporting Reads	Read IDs	Strand Comparison	GF Program
ZNF595:NDUFS6	ZNF595	ENSG00000272602.6	chr4:53491	+	+	NDUFS6	ENSG00000145494.12	chr5:1814339	+	+	inf	2	7b0b0587-b17e-40f1-b19c-e86144e19416	Consistent	JAFFAL
ZNF595:CHMP1A	ZNF595	ENSG00000272602.6	chr4:60153	+	+	CHMP1A	ENSG00000131165.16	chr16:89647331	-	-	inf	2	c26ef72b-2fee-420a-8e3c-c93eb02c7091	Consistent	JAFFAL
HNRNPDL:GTPBP4	HNRNPDL	ENSG00000152795.18	chr4:82429248	-	-	GTPBP4	ENSG00000107937.19	chr10:996106	+	+	inf	2	8f4556f4-57a1-49d2-850d-074fb6f18b92	Consistent	JAFFAL
MATR3:GNB1	MATR3	ENSG00000015479.20	chr5:139278408	+	+	GNB1	ENSG00000078369.19	chr1:1825499	-	-	inf	2	a0ce9fcd-8246-424d-8dad-1d3577c276bf	Consistent	JAFFAL
DHX29:ATP5C1	DHX29	ENSG00000067248.11	chr5:55307387	-	-	ATP5C1		chr10:7807659	+		inf	2	928dec2c-894f-4b8c-aa3b-4e534647ff73	Inconsistent	JAFFAL
FUCA2:PAICS	FUCA2	ENSG00000001036.14	chr6:143497389	-	-	PAICS	ENSG00000128050.9	chr4:56451872	+	+	inf	2	631ce017-8a5c-455f-b99b-e4b3e58fd5c6	Consistent	JAFFAL
PPT2:FCHO1	PPT2	ENSG00000221988.13	chr6:32155978	+	+	FCHO1	ENSG00000130475.16	chr19:17786574	+	+	inf	2	93d943f7-6717-4054-b849-d55bc37ae9cd	Consistent	JAFFAL
SNHG5:CNPPD1	SNHG5	ENSG00000203875.13	chr6:85677954	-	-	CNPPD1	ENSG00000115649.16	chr2:219176847	-	-	inf	2	a327c0f8-3b0f-4974-a98f-1f59a114c252	Consistent	JAFFAL
POLR2J3:GYPA	POLR2J3	ENSG00000285437.2	chr7:102566997	-	-	GYPA	ENSG00000170180.22	chr4:144111410	-	-	inf	2	3ac5f5a1-7d06-44d1-a439-a3cf8bad3c89	Consistent	JAFFAL
PSMC2:XPO1	PSMC2	ENSG00000161057.13	chr7:103347781	+	+	XPO1	ENSG00000082898.19	chr2:61484105	-	-	inf	2	3cc71cf0-924e-4d0a-ad02-cba93f97b100	Consistent	JAFFAL
CHCHD3:RPL30	CHCHD3	ENSG00000106554.13	chr7:133024546	-	-	RPL30	ENSG00000156482.11	chr8:98045399	-	-	inf	2	4199eaa5-6ccf-438e-8f20-23eb5058edb4	Consistent	JAFFAL
DNAJB6:CSTB	DNAJB6	ENSG00000105993.15	chr7:157367483	+	+	CSTB	ENSG00000160213.10	chr21:43774759	-	-	inf	2	578a2e6d-e0af-41d6-9622-df73934f6d8d	Consistent	JAFFAL
FAM126A:RGS5	FAM126A		chr7:22983944	-		RGS5	ENSG00000143248.13	chr1:163319291	-	-	inf	2	155af0a8-c4bd-4bfc-b6e2-1ba524c9903f	Inconsistent	JAFFAL
FKBP9:HADHB	FKBP9	ENSG00000122642.11	chr7:32988652	+	+	HADHB	ENSG00000138029.14	chr2:26263380	+	+	inf	2	e1ce0608-abb9-40de-8e41-505351b0b15f	Consistent	JAFFAL
ZNF107:PITHD1	ZNF107	ENSG00000196247.13	chr7:64666285	+	+	PITHD1	ENSG00000057757.10	chr1:23785675	+	+	inf	2	44ed5695-a6ef-4d4f-b937-b6e3706bd45b	Consistent	JAFFAL
PTBP3:PAXBP1	PTBP3	ENSG00000119314.16	chr9:112297841	-	-	PAXBP1	ENSG00000159086.15	chr21:32751218	-	-	inf	2	56e39139-e451-4baf-87e3-b7afb23d65c3	Consistent	JAFFAL
HDHD3:N4BP2L2	HDHD3	ENSG00000119431.10	chr9:113376729	-	-	N4BP2L2	ENSG00000244754.9	chr13:32521449	-	-	inf	2	639e6763-4bb2-4971-a2a0-684cc1694a42	Consistent	JAFFAL
USP20:CCNL2	USP20	ENSG00000136878.14	chr9:129863299	+	+	CCNL2	ENSG00000221978.13	chr1:1390865	-	-	inf	2	c5304f9b-c0d4-4410-92af-608e9d87e5e3	Consistent	JAFFAL
DCPS:ATP5J2-PTCD1	DCPS	ENSG00000110063.10	chr11:126306744	+	+	ATP5J2-PTCD1		chr7:99460193	-		inf	2	45ae2e91-5b0c-44d6-bd45-38e456e47be4	Inconsistent	JAFFAL
STIP1:SNX17	STIP1	ENSG00000168439.17	chr11:64193287	+	+	SNX17	ENSG00000115234.11	chr2:27375506	+	+	inf	2	6838b5e1-86ad-4735-8149-8fa2e34a7a9a	Consistent	JAFFAL
RPL27A:SMAD2	RPL27A	ENSG00000166441.13	chr11:8684892	+	+	SMAD2	ENSG00000175387.16	chr18:47869436	-	-	inf	2	58d0d98d-0a64-40ba-8da5-59c7e66286c1	Consistent	JAFFAL
IPO7:VAPA	IPO7	ENSG00000205339.10	chr11:9384847	+	+	VAPA	ENSG00000101558.14	chr18:9931810	+	+	inf	2	ba06e085-cefa-4be6-9358-f6bd0090a46b	Consistent	JAFFAL
RBBP5:EEF1D	RBBP5	ENSG00000117222.14	chr1:205121855	-	-	EEF1D	ENSG00000104529.19	chr8:143586852	-	-	inf	2	eacffea2-4d9e-4723-8deb-f30dc449df20	Consistent	JAFFAL
PUS7L:FIS1	PUS7L	ENSG00000129317.15	chr12:43742457	-	-	FIS1	ENSG00000214253.9	chr7:101244139	-	-	inf	2	aa53c8b6-786e-49e6-a7d2-1c989ad5e2e2	Consistent	JAFFAL
LRRC23:LINC00339	LRRC23	ENSG00000010626.15	chr12:6873781	+	+	LINC00339	ENSG00000218510.9	chr1:22030280	+	+	inf	2	31852b1b-ba86-4979-a668-8def0aced358	Consistent	JAFFAL
RCC1:GTPBP4	RCC1	ENSG00000180198.17	chr1:28508905	+	+	GTPBP4	ENSG00000107937.19	chr10:1010420	+	+	inf	2	bb1f37f7-c28b-4ef4-92cb-0149ffb3adb2	Consistent	JAFFAL
RCC1:MBTPS1	RCC1	ENSG00000180198.17	chr1:28508905	+	+	MBTPS1	ENSG00000140943.18	chr16:84060813	-	-	inf	2	d7eafcd0-c44c-4934-84e5-5a7b426c16fe	Consistent	JAFFAL
MIPEP:SRPK1	MIPEP	ENSG00000027001.10	chr13:23886333	-	-	SRPK1	ENSG00000096063.16	chr6:35842604	-	-	inf	2	9ff07e68-65b3-4d3c-a015-2ff10133da2b	Consistent	JAFFAL
POLR3K:TNNT1	POLR3K	ENSG00000161980.6	chr16:53476	-	-	TNNT1	ENSG00000105048.18	chr19:55146707	-	-	inf	2	c0b1fc46-5633-4811-9e86-5f46fe000e5e	Consistent	JAFFAL
IST1:PSMG2	IST1	ENSG00000182149.21	chr16:71923380	+	+	PSMG2	ENSG00000128789.22	chr18:12718517	+	+	inf	2	4c4434ae-98d1-48e0-96a7-255e5485551e	Consistent	JAFFAL
ACLY:SPCS1	ACLY	ENSG00000131473.17	chr17:41873811	-	-	SPCS1	ENSG00000114902.14	chr3:52707687	+	+	inf	2	6b70d95f-195f-484f-9779-317f4a58f5cf	Consistent	JAFFAL
MED31:FAM19A2	MED31	ENSG00000108590.11	chr17:6649982	-	-	FAM19A2		chr12:62258842	-		inf	2	372e394c-7e28-4048-aa53-de7bb1707424	Inconsistent	JAFFAL
ZNF274:RPS4X	ZNF274	ENSG00000171606.18	chr19:58187042	+	+	RPS4X	ENSG00000198034.11	chrX:72276234	-	-	inf	2	5b6fa7ef-f3f5-4081-8bf9-017623c9b56c	Consistent	JAFFAL
PRMT2:PEX6	PRMT2	ENSG00000160310.19	chr21:46660962	+	+	PEX6	ENSG00000124587.14	chr6:42975038	-	-	inf	2	13be90f0-e137-45eb-b252-77115afbd400	Consistent	JAFFAL
CH507-154B10.1:MTURN	CH507-154B10.1		chr21:6670522	-		MTURN	ENSG00000180354.16	chr7:30146177	+	+	inf	2	b4d12feb-2072-47f7-873b-c80bfbf2787e	Inconsistent	JAFFAL
BCL2L13:CACYBP	BCL2L13	ENSG00000099968.18	chr22:17655832	+	+	CACYBP	ENSG00000116161.18	chr1:175009923	+	+	inf	2	141bbe63-7ff7-4042-aadd-4e279a00e6ce	Consistent	JAFFAL
MED15:UBB	MED15	ENSG00000099917.17	chr22:20553174	+	+	UBB	ENSG00000170315.14	chr17:16381902	+	+	inf	2	32f391d2-ad1c-4845-80e0-7e66e5ed37e7	Consistent	JAFFAL
CHCHD4:HK1	CHCHD4	ENSG00000163528.13	chr3:14124655	-	-	HK1	ENSG00000156515.25	chr10:69359897	+	+	inf	2	d3bb76e7-e8d1-4f48-8e52-3da6e625ca9e	Consistent	JAFFAL
SENP2:CDC123	SENP2	ENSG00000163904.13	chr3:185590169	+	+	CDC123	ENSG00000151465.14	chr10:12246149	+	+	inf	2	72af2b0e-2a47-4d03-af77-1219106b212c	Consistent	JAFFAL
KIAA1143:CNPPD1	KIAA1143	ENSG00000163807.6	chr3:44753345	-	-	CNPPD1	ENSG00000115649.16	chr2:219176847	-	-	inf	2	ec238544-d6d7-4d63-aa36-f8953ae4671d	Consistent	JAFFAL
GNL3:ZNF207	GNL3	ENSG00000163938.17	chr3:52693329	+	+	ZNF207	ENSG00000010244.19	chr17:32369599	+	+	inf	2	d08ee428-c3bc-47a3-ac1c-d3691786417d	Consistent	JAFFAL
FHIT:NCOA4	FHIT	ENSG00000189283.11	chr3:61042047	-	-	NCOA4	ENSG00000266412.6	chr10:46016694	-	-	inf	2	e1a11a5d-a6bb-4a8b-9697-415d57774578	Consistent	JAFFAL
PIGG:RPL22	PIGG	ENSG00000174227.16	chr4:500601	+	+	RPL22	ENSG00000116251.11	chr1:6197756	-	-	inf	2	0b3e2357-578d-4239-8e95-cf20b87fd5fe	Consistent	JAFFAL
DANCR:NVL	DANCR	ENSG00000226950.8	chr4:52712959	+	+	NVL	ENSG00000143748.18	chr1:224268133	-	-	inf	2	24ee6563-c8c9-4de0-a000-c0f7f11a964c	Consistent	JAFFAL
ZNF595:CCT3	ZNF595	ENSG00000272602.6	chr4:60153	+	+	CCT3	ENSG00000163468.15	chr1:156335888	-	-	inf	2	cd3d5eb6-f593-4ac2-aba3-3ae6303d2be7	Consistent	JAFFAL
FAM175A:SETD2	FAM175A		chr4:83467454	-		SETD2	ENSG00000181555.22	chr3:47019840	-	-	inf	2	09e16259-1914-4473-8716-8b8f8cdb4603	Inconsistent	JAFFAL
CENPK:LDHA	CENPK	ENSG00000123219.13	chr5:65561463	-	-	LDHA	ENSG00000134333.15	chr11:18407117	+	+	inf	2	48f99e84-0724-46f0-b746-aa47f6edfe2a	Consistent	JAFFAL
ATF6B:CBS	ATF6B	ENSG00000213676.13	chr6:32120771	-	-	CBS	ENSG00000160200.18	chr21:6445661	-	-	inf	2	2aef4fdc-19d8-429f-9734-b7427919e64f	Consistent	JAFFAL
TJAP1:RPLP2	TJAP1	ENSG00000137221.14	chr6:43503706	+	+	RPLP2	ENSG00000177600.9	chr11:811597	+	+	inf	2	6d2b478e-718e-44ea-8041-22562d151b47	Consistent	JAFFAL
SNHG5:ADK	SNHG5	ENSG00000203875.13	chr6:85677954	-	-	ADK	ENSG00000156110.15	chr10:74589282	+	+	inf	2	ac369821-7403-453e-b90d-5fe69acaccd2	Consistent	JAFFAL
METTL2B:TAF10	METTL2B	ENSG00000165055.16	chr7:128477173	+	+	TAF10	ENSG00000166337.11	chr11:6611011	-	-	inf	2	53a11c8e-8cee-4957-9d3f-c8467ee0cddc	Consistent	JAFFAL
NUPL2:ELP6	NUPL2		chr7:23182206	+		ELP6	ENSG00000163832.16	chr3:47511226	-	-	inf	2	bbf183ae-478c-4d79-b4a2-767917aa12f7	Inconsistent	JAFFAL
ZNF138:ITGB1BP1	ZNF138	ENSG00000197008.10	chr7:64794571	+	+	ITGB1BP1	ENSG00000119185.13	chr2:9414256	-	-	inf	2	ff2f18cb-00d5-47ff-99ce-4cc00dd2bb3e	Consistent	JAFFAL
WDR34:GCLM	WDR34		chr9:128656541	-		GCLM	ENSG00000023909.10	chr1:93894728	-	-	inf	2	f77dee9c-328a-4f5c-a0a7-aba066295b1e	Inconsistent	JAFFAL
CCBL1:PSMA7	CCBL1		chr9:128881897	-		PSMA7	ENSG00000101182.15	chr20:62140944	-	-	inf	2	d26e2f4d-2e94-4f02-8701-3525f73d9759	Inconsistent	JAFFAL
NDOR1:CPNE7	NDOR1	ENSG00000188566.15	chr9:137206309	+	+	CPNE7	ENSG00000178773.15	chr16:89595367	+	+	inf	2	9da3fd51-29b4-4b48-836a-d69de93ffc2f	Consistent	JAFFAL
VAMP7:PRPF38A	VAMP7	ENSG00000124333.16	chrX:155919880	+	+	PRPF38A	ENSG00000134748.13	chr1:52412514	+	+	inf	2	4128d2b1-8d95-4189-94a3-db75198eef5b	Consistent	JAFFAL
UPF3A:CDC16	UPF3A	ENSG00000169062.15	chr13:114304913	+	+	CDC16	ENSG00000130177.16	chr13:114272186	+	+	32.727	42	07bc8ab4-4912-43af-aceb-d794303cf86d	Consistent	JAFFAL
RPL14:SRP14	RPL14	ENSG00000188846.14	chr3:40461979	+	+	SRP14	ENSG00000140319.11	chr15:40036402	-	-	inf	10	b470f64d-4b6f-4b9a-bc60-804e4845cd19	Consistent	JAFFAL
TTC21B:KIAA0368	TTC21B	ENSG00000123607.16	chr2:165945605	-	-	KIAA0368		chr9:111366618	-		inf	5	26b125ee-84f2-4f4b-8283-bfcf48b96848	Inconsistent	JAFFAL
C15orf57:CBX3	C15orf57		chr15:40561981	-		CBX3	ENSG00000122565.19	chr7:26201746	+	+	inf	4	2ec8e2b7-fd95-424c-9a04-c60c54fe0892	Inconsistent	JAFFAL
SNHG16:EXD3	SNHG16	ENSG00000163597.17	chr17:76563942	+	+	EXD3	ENSG00000187609.16	chr9:137392030	-	-	inf	4	262f000c-e385-4d82-a9cd-9775b238cacd	Consistent	JAFFAL
TFRC:SBNO1	TFRC	ENSG00000072274.14	chr3:196075219	-	-	SBNO1	ENSG00000139697.14	chr12:123289416	-	-	inf	4	230b115b-a161-455a-9476-3c296939eb72	Consistent	JAFFAL
LYRM2:EIF2S3	LYRM2	ENSG00000083099.11	chr6:89637049	-	-	EIF2S3	ENSG00000130741.11	chrX:24077227	+	+	inf	4	50ba61c4-f992-4c41-b9ca-1e659ede49b1	Consistent	JAFFAL
YWHAZ:ANKS6	YWHAZ	ENSG00000164924.18	chr8:100923960	-	-	ANKS6	ENSG00000165138.18	chr9:98783949	-	-	inf	4	d63b38e6-bfef-486d-b08c-9629b89ca86b	Consistent	JAFFAL
HSPA14:THOC7	HSPA14	ENSG00000187522.16	chr10:14854156	+	+	THOC7	ENSG00000163634.12	chr3:63838037	-	-	inf	4	dad4700f-900e-4a35-ad64-1fe851611bff	Consistent	JAFFAL
PAFAH1B2:GGPS1	PAFAH1B2	ENSG00000168092.14	chr11:117161253	+	+	GGPS1	ENSG00000152904.11	chr1:235343527	+	+	inf	4	713857e5-85b9-4767-b6b8-0da5023f502f	Consistent	JAFFAL
MALAT1:AP2S1	MALAT1	ENSG00000251562.11	chr11:65500719	+	+	AP2S1	ENSG00000042753.12	chr19:46838361	-	-	inf	4	1b711182-fe6e-42e7-b208-c5eff0b94cfd	Consistent	JAFFAL
TMEM9:MAPK1	TMEM9	ENSG00000116857.17	chr1:201135726	-	-	MAPK1	ENSG00000100030.15	chr22:21760656	-	-	inf	4	6e262750-c2f6-4bbb-9e10-6403035f9605	Consistent	JAFFAL
ATIC:MYL6	ATIC	ENSG00000138363.15	chr2:215338899	+	+	MYL6	ENSG00000092841.19	chr12:56160057	+	+	inf	4	44d5b97c-7af2-40f5-aa64-099169213edd	Consistent	JAFFAL
NF2:C9orf78	NF2	ENSG00000186575.20	chr22:29696179	+	+	C9orf78	ENSG00000136819.15	chr9:129827833	-	-	inf	4	e746949c-b948-40fe-9252-4346aae67dfc	Consistent	JAFFAL
NCL:GAPDH	NCL	ENSG00000115053.17	chr2:231460772	-	-	GAPDH	ENSG00000111640.15	chr12:6537590	+	+	inf	4	41464a4d-2259-4ca8-8b01-ca98bad74f93	Consistent	JAFFAL
MAP3K13:ATP5O	MAP3K13	ENSG00000073803.14	chr3:185417606	+	+	ATP5O		chr21:33903970	-		inf	4	91f1eebe-5222-4478-9fe4-ad1e69fbf020	Inconsistent	JAFFAL
UBA6-AS1:SLC17A5	UBA6-AS1		chr4:67701458	+		SLC17A5	ENSG00000119899.13	chr6:73594069	-	-	inf	4	e9f2fb52-a04b-4769-91e9-ccdb7b78ccf6	Inconsistent	JAFFAL
RP11-1094M14.11:MRPS27	RP11-1094M14.11		chr17:35568430	+		MRPS27	ENSG00000113048.19	chr5:72220278	-	-	inf	4	1098f6fb-db1c-4aee-a2ea-b34526fe37fb	Inconsistent	JAFFAL
MED15:RPL14	MED15	ENSG00000099917.17	chr22:20566497	+	+	RPL14	ENSG00000188846.14	chr3:40462053	+	+	inf	4	c31fd3fd-2997-45b6-a2c6-a4bfac318367	Consistent	JAFFAL
VDAC3:TXN	VDAC3	ENSG00000078668.14	chr8:42405753	+	+	TXN	ENSG00000136810.13	chr9:110244173	-	-	inf	4	13bf47e8-60b0-4cda-87d0-02206121fc2d	Consistent	JAFFAL
SLC25A5:ALYREF	SLC25A5	ENSG00000005022.6	chrX:119469997	+	+	ALYREF	ENSG00000183684.8	chr17:81888029	-	-	inf	4	ac5d4554-2b52-4d43-83c6-4e9f90324c68	Consistent	JAFFAL
HIST1H2AG:TUBB	HIST1H2AG		chr6:27133400	+		TUBB	ENSG00000196230.14	chr6:30724065	+	+	3590.665	3	330111b7-a731-4cb4-9796-dc579eccff96	Inconsistent	JAFFAL
RPL11:ATPIF1	RPL11	ENSG00000142676.14	chr1:23692705	+	+	ATPIF1		chr1:28236400	+		4543.695	3	05721473-93b4-4a6d-b084-5285a0bb7151	Inconsistent	JAFFAL
FXYD5:RPL18	FXYD5	ENSG00000089327.15	chr19:35169744	+	+	RPL18	ENSG00000063177.13	chr19:48616112	-	-	13446.368	3	1900cf85-9067-4f07-bf25-498173e9506c	Consistent	JAFFAL
KPNB1:CBX4	KPNB1	ENSG00000108424.11	chr17:47683445	+	+	CBX4	ENSG00000141582.15	chr17:79833383	-	-	32149.938	3	a32b0d4c-3d73-4b29-aa69-ea0fe22fa0ad	Consistent	JAFFAL
LINC00958:EIF1AD	LINC00958	ENSG00000251381.8	chr11:12979837	-	-	EIF1AD	ENSG00000175376.9	chr11:65996937	-	-	53017.1	3	a1294e10-7f67-45d4-9ccd-3f9ac3f9d941	Consistent	JAFFAL
CIR1:AC016995.3	CIR1	ENSG00000138433.16	chr2:174358432	-	-	AC016995.3		chr2:38482316	-		135876.116	3	069576ef-567b-471d-89b7-f667d2b5c1c0	Inconsistent	JAFFAL
UCHL5:STMN1	UCHL5	ENSG00000116750.14	chr1:193021109	-	-	STMN1	ENSG00000117632.23	chr1:25900727	-	-	167120.382	3	245a7378-5857-4359-93fa-4bbeaf211771	Consistent	JAFFAL
PSMA5:GAREM	PSMA5	ENSG00000143106.13	chr1:109415322	-	-	GAREM		chr18:32412103	-		inf	3	8cd205c2-06bc-47f7-a40c-49c38a1953f6	Inconsistent	JAFFAL
MINOS1:HIGD2A	MINOS1		chr1:19626622	+		HIGD2A	ENSG00000146066.3	chr5:176389624	+	+	inf	3	5a72c820-dd8e-43a2-8d4d-c29f5abd5a3d	Inconsistent	JAFFAL
RPL11:TOMM7	RPL11	ENSG00000142676.14	chr1:23692733	+	+	TOMM7	ENSG00000196683.12	chr7:22818043	-	-	inf	3	11cd1497-8d57-4147-854c-c796d35b5fe3	Consistent	JAFFAL
NACA:TBL1XR1	NACA	ENSG00000196531.14	chr12:56712815	-	-	TBL1XR1	ENSG00000177565.19	chr3:177020988	-	-	inf	3	0113f114-ea1d-46b8-9f12-b8927fb70526	Consistent	JAFFAL
NUDT15:BLOC1S5	NUDT15	ENSG00000136159.4	chr13:48046626	+	+	BLOC1S5	ENSG00000188428.20	chr6:8014326	-	-	inf	3	07b1d03d-e7d1-4dd7-a39f-c5ce6e6f3a45	Consistent	JAFFAL
C15orf57:CBX3	C15orf57		chr15:40562776	-		CBX3	ENSG00000122565.19	chr7:26201769	+	+	inf	3	3c6667f4-d3ee-4bbd-b550-7bb61279ff32	Inconsistent	JAFFAL
PSMC5:HMGA1	PSMC5	ENSG00000087191.14	chr17:63830329	+	+	HMGA1	ENSG00000137309.21	chr6:34245577	+	+	inf	3	3fb79991-666d-413e-8371-a8e263308fb7	Consistent	JAFFAL
SEPT8:RP11-462G2.1	SEPT8		chr5:132764298	-		RP11-462G2.1		chr6:70394991	+		inf	3	50289a16-b7d9-4b46-8d61-e2429cf3c5e0	Consistent	JAFFAL
CDH12:IGHG1	CDH12	ENSG00000154162.15	chr5:21883644	-	-	IGHG1	ENSG00000211896.7	chr14:105978704	-	-	inf	3	59ea73d7-5860-4442-9a8b-38866cbf730e	Consistent	JAFFAL
FAM172A:CNBP	FAM172A		chr5:93683024	-		CNBP	ENSG00000169714.17	chr3:129169773	-	-	inf	3	3f62bf1b-6fd4-42e3-a7ee-7016fbeb847d	Inconsistent	JAFFAL
BTK:COX5B	BTK	ENSG00000010671.18	chrX:101362183	-	-	COX5B	ENSG00000135940.7	chr2:97648054	+	+	inf	3	9945b28c-4abd-4a89-806a-0d37c24c1194	Consistent	JAFFAL
NOLC1:NMU	NOLC1	ENSG00000166197.17	chr10:102158184	+	+	NMU	ENSG00000109255.11	chr4:55609156	-	-	inf	3	a1a76599-c1d9-4177-9dc9-72eaf7ac4a71	Consistent	JAFFAL
YME1L1:CYP51A1	YME1L1	ENSG00000136758.20	chr10:27111309	-	-	CYP51A1	ENSG00000001630.18	chr7:92112631	-	-	inf	3	47830700-c094-4e3c-afb5-a266682e1eee	Consistent	JAFFAL
VCL:TMEM150C	VCL	ENSG00000035403.18	chr10:74072814	+	+	TMEM150C	ENSG00000249242.8	chr4:82494930	-	-	inf	3	024beb76-1ccd-44ad-a698-2a0a38fe61d2	Consistent	JAFFAL
TNKS2:HS3ST4	TNKS2	ENSG00000107854.7	chr10:91807443	+	+	HS3ST4	ENSG00000182601.7	chr16:26032661	+	+	inf	3	15c23dec-2059-4df9-86a9-751673b9c4f7	Consistent	JAFFAL
RPS13:TUBB2A	RPS13	ENSG00000110700.7	chr11:17077224	-	-	TUBB2A	ENSG00000137267.7	chr6:3154371	-	-	inf	3	5abc51ae-c07e-4bdc-be54-893131284ace	Consistent	JAFFAL
LDHA:GSTM4	LDHA	ENSG00000134333.15	chr11:18407839	+	+	GSTM4	ENSG00000168765.19	chr1:109659051	+	+	inf	3	96ce7fcf-a0be-4ef5-998e-0352977a3af7	Consistent	JAFFAL
EIF3M:TBP	EIF3M	ENSG00000149100.13	chr11:32594995	+	+	TBP	ENSG00000112592.15	chr6:170572442	+	+	inf	3	72f30dd0-fe88-48d5-88c2-d1cf7c9f6571	Consistent	JAFFAL
HIST2H4A:CTD-2033A16.3	HIST2H4A		chr1:149832920	+		CTD-2033A16.3		chr16:69742350	+		inf	3	2e070aca-0133-4c92-838c-d7aa714c5ad6	Consistent	JAFFAL
HIST2H4A:RTFDC1	HIST2H4A		chr1:149833016	+		RTFDC1		chr20:56518589	+		inf	3	95f08e26-05c9-4b8a-a4ef-fb1db18fb82e	Consistent	JAFFAL
HBG2:NASP	HBG2	ENSG00000196565.15	chr11:5248285	-	-	NASP	ENSG00000132780.17	chr1:45618072	+	+	inf	3	460ce4d8-ce99-4542-b8f8-a432f49a9379	Consistent	JAFFAL
CCT3:RPP38	CCT3	ENSG00000163468.15	chr1:156320898	-	-	RPP38	ENSG00000152464.15	chr10:15104024	+	+	inf	3	afd9615e-2a86-4ee4-ae3c-4cefc953fbb3	Consistent	JAFFAL
ISG20L2:ACTR10	ISG20L2	ENSG00000143319.17	chr1:156724267	-	-	ACTR10	ENSG00000131966.14	chr14:58223791	+	+	inf	3	6e8c53ff-b2af-4ee8-83ab-c6211bb08079	Consistent	JAFFAL
SDE2:CMBL	SDE2	ENSG00000143751.10	chr1:225995354	-	-	CMBL	ENSG00000164237.9	chr5:10279592	-	-	inf	3	52b6b516-c6b1-46fc-a4b3-c00e5a47259b	Consistent	JAFFAL
AAAS:PABPC1	AAAS	ENSG00000094914.14	chr12:53314411	-	-	PABPC1	ENSG00000070756.17	chr8:100703304	-	-	inf	3	64d54f0e-f26d-4b62-8bee-252d663bf020	Consistent	JAFFAL
GAPDH:DDX17	GAPDH	ENSG00000111640.15	chr12:6538237	+	+	DDX17	ENSG00000100201.23	chr22:38483708	-	-	inf	3	0912ca67-7c4a-48bb-9bfd-ef91483158ef	Consistent	JAFFAL
NUDC:NOC4L	NUDC	ENSG00000090273.14	chr1:26941591	+	+	NOC4L	ENSG00000184967.7	chr12:132151562	+	+	inf	3	505d7ebf-9f64-41ae-9308-97c1cbedd943	Consistent	JAFFAL
HBZ:CCT8	HBZ	ENSG00000130656.6	chr16:154041	+	+	CCT8	ENSG00000156261.13	chr21:29061416	-	-	inf	3	777fec7a-f528-47b1-9751-ab460940eeca	Consistent	JAFFAL
NCOR1:WAC-AS1	NCOR1	ENSG00000141027.23	chr17:16215374	-	-	WAC-AS1	ENSG00000254635.6	chr10:28523025	-	-	inf	3	4186addd-5bb2-4513-9a21-9970c3cf3542	Consistent	JAFFAL
PIGS:ZNF654	PIGS	ENSG00000087111.22	chr17:28558488	-	-	ZNF654	ENSG00000175105.8	chr3:88144472	+	+	inf	3	205f3466-62d5-4a29-8283-38b0cd6846d1	Consistent	JAFFAL
EIF1:DTL	EIF1	ENSG00000173812.11	chr17:41690953	+	+	DTL	ENSG00000143476.18	chr1:212104740	+	+	inf	3	7c8854d5-9959-4a96-9887-468278317a13	Consistent	JAFFAL
NUP85:SGMS1	NUP85	ENSG00000125450.11	chr17:75235173	+	+	SGMS1	ENSG00000198964.14	chr10:50305874	-	-	inf	3	888e3048-8071-4c5e-b584-5a3fe789d787	Consistent	JAFFAL
PRDX2:RP11-545E17.3	PRDX2	ENSG00000167815.12	chr19:12799861	-	-	RP11-545E17.3		chr9:128732843	+		inf	3	82925290-db27-4fa9-bac6-1deb2d0051ce	Inconsistent	JAFFAL
CTB-92J24.3:ORC6	CTB-92J24.3		chr19:23920461	-		ORC6	ENSG00000091651.9	chr16:46698063	+	+	inf	3	43dc0a3a-576d-4213-9698-1db4d3593f0e	Inconsistent	JAFFAL
EEF2:NIT2	EEF2	ENSG00000167658.16	chr19:3980876	-	-	NIT2	ENSG00000114021.12	chr3:100355208	+	+	inf	3	62866dd1-4d74-46a1-9acd-f2b4f38ef78e	Consistent	JAFFAL
EEF2:PQBP1	EEF2	ENSG00000167658.16	chr19:3982944	-	-	PQBP1	ENSG00000102103.18	chrX:48902729	+	+	inf	3	2189dd20-9acb-4a01-8f7f-1c32d7c11acc	Consistent	JAFFAL
EEF2:RPLP2	EEF2	ENSG00000167658.16	chr19:3984264	-	-	RPLP2	ENSG00000177600.9	chr11:809985	+	+	inf	3	09099b35-7afa-429b-be8d-05186ce00261	Consistent	JAFFAL
NUCB1:RPL14	NUCB1	ENSG00000104805.17	chr19:48921324	+	+	RPL14	ENSG00000188846.14	chr3:40462053	+	+	inf	3	6dd7fc89-3906-4ddc-9ea2-37456b0eebd5	Consistent	JAFFAL
RPL28:RPL11	RPL28	ENSG00000108107.15	chr19:55388302	+	+	RPL11	ENSG00000142676.14	chr1:23693852	+	+	inf	3	32a6d2b8-7a6a-4419-a654-7816dce0574c	Consistent	JAFFAL
